"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","utteranceID","occludeUtterance","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
44,17,16,25,15,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.532,29776,4,1,0,7,1,1,6,1,1,5,2,57.9,2.1,2.1
94,14,17,21,15,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.967,48161,1,0,0,2,5,1,4,1,1,5,5,26.4,-26.4,26.4
141,13,13,17,22,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.384,22473,10,0,1,4,5,2,7,1,1,1,6,51.45,-26.45,26.45
128,16,16,23,10,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.93,15367,4,0,1,7,1,1,8,1,1,1,1,60.9,29.1,29.1
143,12,11,11,15,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.652,16176,6,0,0,1,9,6,6,7,7,7,8,26.4,-26.4,26.4
107,16,18,24,20,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.713,20435,5,0,1,1,9,7,2,9,1,1,9,26.4,-26.4,26.4
77,14,13,23,16,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.384,33261,4,1,0,5,3,2,4,2,1,6,3,60.5,-10.5,10.5
55,16,17,20,18,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.237,11972,1,0,1,5,5,1,5,1,1,5,5,26.4,-26.4,26.4
31,14,14,28,14,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.937,27949,1,1,0,1,1,1,1,1,1,1,1,60.9,29.1,29.1
65,13,11,22,24,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.217,14412,8,0,1,3,7,7,2,7,7,7,7,60.9,29.1,29.1
85,17,15,22,10,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.784,18403,8,1,0,9,1,1,7,1,1,8,1,47.85,32.15,32.15
53,12,17,21,11,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.983,21761,6,0,0,9,1,1,7,1,1,8,1,68.95,1.05,1.05
99,16,16,22,12,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.489,26773,8,0,0,3,7,7,7,7,5,2,8,47.35,-7.35,7.35
113,14,16,16,16,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.287,13434,7,1,0,8,1,1,7,1,1,7,1,47.35,-7.35,7.35
79,16,20,24,8,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.24,30191,9,1,0,9,1,1,8,1,1,9,1,41.5,28.5,28.5
72,15,19,18,12,17,1,0,30,60,0.38,0.36,0.26,0,0.38,0.868,20918,7,1,0,1,9,1,7,1,1,1,9,26.4,-26.4,26.4
97,20,20,28,7,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.294,25296,9,0,1,5,4,3,4,5,1,4,4,26.4,-26.4,26.4
104,13,12,22,24,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.62,31990,1,0,0,6,3,4,7,4,5,5,4,47.35,-7.35,7.35
108,12,15,18,23,0,14,30,50,95,0.33,0.29,0.38,50,0.29,0.556,14632,9,1,0,7,2,1,3,1,1,7,2,60.5,-10.5,10.5
49,19,17,24,8,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.657,15836,10,0,1,1,8,8,6,4,6,2,8,60.9,29.1,29.1
90,11,14,8,8,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.135,20585,1,1,0,7,1,1,5,1,1,5,1,47.85,32.15,32.15
73,12,12,16,16,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.547,29123,9,1,0,1,4,4,9,3,1,1,8,26.4,-26.4,26.4
11,11,13,24,22,15,1,0,30,60,0.38,0.36,0.26,0,0.38,0.237,14276,3,0,1,5,5,6,7,8,6,6,8,26.4,-26.4,26.4
23,15,16,18,25,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.339,19499,6,1,0,8,1,1,8,1,1,9,1,47.85,32.15,32.15
114,18,18,23,21,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.65,22139,7,0,1,1,8,9,7,9,1,1,9,41.5,28.5,28.5
127,19,17,23,13,3,1,0,30,60,0.38,0.36,0.26,0,0.38,0.935,40413,5,0,1,3,4,3,4,3,1,3,6,26.4,-26.4,26.4
132,11,11,15,16,14,49,50,75,90,0.3,0.52,0.18,50,0.3,0.255,54973,7,1,0,5,3,4,3,5,1,4,5,70.2,-20.2,20.2
101,15,13,24,18,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.253,24742,5,1,0,7,1,1,2,1,1,3,2,68.95,1.05,1.05
41,14,12,16,18,11,41,0,40,95,0.27,0.4,0.33,40,0.4,0.751,11520,6,1,0,4,2,2,4,1,1,1,3,47.35,-7.35,7.35
21,16,16,19,4,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.691,18304,6,0,1,3,2,1,6,7,1,4,9,70.2,-20.2,20.2
69,14,14,18,19,3,1,0,30,60,0.38,0.36,0.26,0,0.38,0.707,25268,8,0,1,3,5,1,1,1,1,4,6,26.4,-26.4,26.4
82,17,14,20,13,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.032,15064,2,1,0,6,3,1,5,1,1,7,3,70.2,-20.2,20.2
74,12,9,10,8,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.705,10421,9,0,1,1,7,5,8,9,1,5,8,47.85,32.15,32.15
54,16,17,21,16,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.435,19728,7,0,1,1,5,6,6,2,1,6,6,57.9,2.1,2.1
32,20,20,21,20,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.5,21746,6,0,1,2,7,2,6,2,1,1,8,47.85,32.15,32.15
14,11,13,22,21,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.653,3641,1,1,0,7,6,7,7,7,3,6,3,57.9,2.1,2.1
80,20,17,19,21,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.904,27315,10,0,1,1,6,4,6,3,4,2,9,68.95,1.05,1.05
81,14,16,19,27,15,16,25,60,100,0.45,0.37,0.18,25,0.45,0.096,11156,1,0,1,6,2,1,1,1,1,4,1,51.45,-26.45,26.45
88,16,15,22,20,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.508,23084,5,0,1,1,3,1,6,5,1,1,8,51.45,-26.45,26.45
45,16,18,21,10,5,41,0,40,95,0.27,0.4,0.33,40,0.4,0.845,20946,5,1,0,4,6,2,3,1,2,4,7,47.35,-7.35,7.35
56,18,13,25,16,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.852,26671,9,1,0,9,1,1,9,1,1,9,1,57.9,2.1,2.1
117,16,18,24,24,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.479,29092,1,1,0,5,2,2,3,1,1,7,6,68.95,1.05,1.05
135,9,14,19,25,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.087,19545,2,0,1,9,1,1,6,1,1,9,1,57.9,2.1,2.1
96,12,13,22,10,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.781,15801,6,0,1,1,6,1,4,1,1,1,7,26.4,-26.4,26.4
48,18,20,17,9,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.001,13029,3,0,1,9,1,1,8,1,1,9,1,70.2,-20.2,20.2
52,17,17,24,15,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.638,19120,7,0,1,2,1,3,4,5,1,2,8,70.2,-20.2,20.2
123,20,20,16,13,18,47,55,70,85,0.28,0.51,0.21,70,0.51,0.862,65563,5,0,0,5,1,3,1,1,1,5,3,68.95,1.05,1.05
63,15,16,19,16,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.53,28165,6,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
136,14,16,21,12,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.924,18670,2,0,1,9,3,1,9,2,2,7,3,47.35,-7.35,7.35
46,4,4,20,8,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.024,35367,5,0,1,1,5,5,9,4,1,1,1,51.45,-26.45,26.45
118,6,11,23,21,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.595,13310,8,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
4,19,19,17,13,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.767,23612,1,0,0,9,1,1,4,1,1,5,1,70.2,-20.2,20.2
89,18,20,21,9,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.509,25552,9,0,0,6,1,1,5,1,1,3,1,41.5,28.5,28.5
42,16,20,20,10,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.107,45868,10,0,1,3,2,5,8,1,6,3,6,57.9,2.1,2.1
139,16,15,11,25,14,47,55,70,85,0.28,0.51,0.21,70,0.51,0.758,32997,1,0,1,6,5,4,4,5,2,5,6,68.95,1.05,1.05
50,18,20,24,4,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.756,33551,7,0,1,3,7,8,5,8,1,1,9,57.9,2.1,2.1
131,13,14,21,18,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.83,18867,2,0,0,9,1,1,7,1,1,9,1,47.85,32.15,32.15
6,16,10,20,16,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.935,26796,8,0,1,6,4,4,7,3,1,4,6,26.4,-26.4,26.4
18,12,18,23,14,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.054,23239,8,0,1,3,7,2,4,6,2,3,8,57.9,2.1,2.1
145,13,12,16,21,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.616,15821,2,0,1,9,1,1,9,1,1,9,2,57.9,2.1,2.1
57,13,13,20,14,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.604,22548,9,0,0,9,1,1,2,1,1,6,1,60.9,29.1,29.1
36,16,15,23,15,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.104,14972,10,0,1,4,2,1,3,3,1,4,6,68.95,1.05,1.05
116,10,9,21,19,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.763,14928,1,0,0,7,4,3,4,2,2,4,2,47.35,-7.35,7.35
38,17,16,28,16,3,1,0,30,60,0.38,0.36,0.26,0,0.38,0.922,15358,9,0,1,3,2,1,1,1,1,4,7,26.4,-26.4,26.4
13,13,14,20,17,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.151,20198,2,0,0,7,2,2,6,1,1,4,1,70.2,-20.2,20.2
102,13,15,19,16,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.207,52927,8,0,1,1,5,5,4,4,1,1,5,70.2,-20.2,20.2
20,13,17,27,15,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.596,17014,10,0,1,4,5,4,5,6,3,4,8,26.4,-26.4,26.4
122,18,18,18,22,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.491,15508,1,0,1,7,1,1,5,1,1,5,1,51.45,-26.45,26.45
39,16,15,21,16,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.39,25310,6,1,0,5,5,3,4,3,4,4,5,68.95,1.05,1.05
125,13,16,14,23,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.978,13660,2,0,0,9,1,2,7,1,2,9,1,41.5,28.5,28.5
84,12,15,16,11,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.128,25777,2,0,1,9,1,1,9,1,1,1,8,47.85,32.15,32.15
17,18,20,28,5,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.525,29597,8,0,1,1,7,4,4,4,1,1,8,57.9,2.1,2.1
86,16,15,19,15,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.168,37870,6,0,0,7,3,4,3,2,1,6,2,41.5,28.5,28.5
130,18,20,24,13,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.314,25728,9,1,0,2,8,8,7,6,3,3,8,51.45,-26.45,26.45
75,10,15,22,13,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.072,16996,9,0,1,3,6,6,6,6,1,1,8,68.95,1.05,1.05
2,16,14,18,13,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.712,32060,2,0,0,8,1,1,6,1,1,6,2,47.85,32.15,32.15
111,18,16,19,24,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.616,20793,5,0,0,1,4,4,1,5,1,8,9,47.35,-7.35,7.35
66,14,14,17,22,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.182,30259,5,0,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
91,12,13,24,23,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.729,8804,6,1,0,1,9,9,8,7,1,1,9,51.45,-26.45,26.45
98,16,15,22,12,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.672,30213,1,1,0,9,1,1,9,1,1,8,1,60.9,29.1,29.1
35,15,17,17,14,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.982,35313,7,0,1,5,2,1,5,1,1,3,5,57.9,2.1,2.1
58,15,16,22,10,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.206,22196,9,0,1,2,5,6,2,5,2,2,8,70.2,-20.2,20.2
15,20,20,18,7,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.866,41575,2,0,1,9,1,1,7,1,1,9,1,68.95,1.05,1.05
9,13,17,19,20,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.65,21677,7,0,1,5,6,5,2,4,1,2,8,68.95,1.05,1.05
5,18,12,20,25,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.128,16300,9,0,1,5,6,7,7,3,1,1,8,70.2,-20.2,20.2
60,13,15,24,18,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.832,16725,7,1,0,1,7,4,4,5,1,1,9,26.4,-26.4,26.4
61,14,10,24,22,0,16,25,60,100,0.45,0.37,0.18,25,0.45,0.77,15049,8,1,0,2,3,1,9,1,1,1,4,51.45,-26.45,26.45
64,13,19,25,23,9,47,55,70,85,0.28,0.51,0.21,70,0.51,0.27,18526,1,0,0,9,1,1,9,1,1,9,1,68.95,1.05,1.05
103,15,12,17,19,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.275,40850,9,0,1,2,2,1,1,1,1,2,5,41.5,28.5,28.5
137,14,17,22,13,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.865,14105,5,1,0,7,1,1,4,1,1,4,1,68.95,1.05,1.05
100,14,12,19,24,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.275,21339,10,1,0,1,8,3,2,7,1,1,9,51.45,-26.45,26.45
3,18,17,24,10,9,47,55,70,85,0.28,0.51,0.21,70,0.51,0.756,20887,10,1,0,9,1,1,7,1,1,9,1,68.95,1.05,1.05
30,9,9,22,9,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.463,29405,1,0,1,9,1,1,8,1,1,9,1,47.85,32.15,32.15
12,18,18,17,14,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.435,17259,7,0,0,8,1,1,8,1,1,3,1,41.5,28.5,28.5
26,17,13,23,21,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.139,23151,10,0,0,6,3,1,8,2,4,3,7,47.35,-7.35,7.35
76,12,17,18,8,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.715,18384,8,0,1,3,3,1,2,2,1,1,7,57.9,2.1,2.1
25,14,14,22,20,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.837,20370,1,1,0,4,6,5,3,5,2,5,5,51.45,-26.45,26.45
126,16,17,26,12,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.473,14236,8,1,0,8,1,1,5,1,1,8,2,68.95,1.05,1.05
68,17,12,20,8,1,47,55,70,85,0.28,0.51,0.21,70,0.51,0.203,23678,6,0,0,6,2,2,7,1,1,6,4,68.95,1.05,1.05
109,13,14,18,14,13,32,45,60,90,0.52,0.29,0.19,60,0.29,0.763,41511,5,0,1,2,4,2,4,6,1,2,8,57.9,2.1,2.1
47,13,12,16,19,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.34,24644,9,1,0,4,4,3,3,5,1,4,6,51.45,-26.45,26.45
93,15,19,21,12,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.708,27073,8,0,0,3,6,6,5,6,1,4,7,68.95,1.05,1.05
43,12,12,24,24,15,16,25,60,100,0.45,0.37,0.18,25,0.45,0.417,476,3,0,1,8,7,6,5,3,4,3,4,51.45,-26.45,26.45
142,14,17,14,14,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.3,11756,1,0,1,8,1,1,2,1,1,8,1,41.5,28.5,28.5
59,16,8,23,25,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.616,25344,5,0,1,2,6,4,3,2,1,2,6,68.95,1.05,1.05
121,9,18,21,16,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.637,13093,5,1,0,4,5,5,3,7,1,4,8,70.2,-20.2,20.2
144,15,18,20,23,15,32,45,60,90,0.52,0.29,0.19,60,0.29,0.306,25208,6,0,1,1,1,1,9,1,1,1,7,57.9,2.1,2.1
27,11,9,21,27,13,49,50,75,90,0.3,0.52,0.18,50,0.3,0.244,15632,8,0,1,3,5,1,1,1,1,3,6,70.2,-20.2,20.2
78,11,9,18,19,16,32,45,60,90,0.52,0.29,0.19,60,0.29,0.541,26875,2,0,0,7,2,2,6,2,2,2,3,57.9,2.1,2.1
149,14,14,19,7,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.523,12999,7,0,1,1,7,6,4,8,1,1,9,60.9,29.1,29.1
124,14,11,20,23,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.328,19336,8,1,0,5,2,2,1,2,2,6,2,57.9,2.1,2.1
105,16,13,21,13,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.245,23998,9,0,0,3,4,1,3,2,1,2,7,41.5,28.5,28.5
112,19,19,24,12,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.017,30755,7,1,0,7,2,2,7,2,1,5,1,60.9,29.1,29.1
16,13,16,18,24,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.646,34323,2,0,0,6,2,2,4,2,2,7,2,47.35,-7.35,7.35
1,13,12,19,17,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.973,18049,3,0,1,7,1,1,4,1,1,7,1,47.85,32.15,32.15
92,15,16,21,20,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.301,36294,7,1,0,5,3,3,5,3,3,5,5,57.9,2.1,2.1
138,14,13,18,19,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.177,21133,6,1,0,1,9,7,1,7,1,1,1,26.4,-26.4,26.4
87,20,19,23,23,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.95,30599,9,0,0,1,1,1,1,9,1,5,1,60.9,29.1,29.1
8,20,20,4,22,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.209,17026,1,1,0,7,1,1,2,1,1,7,3,68.95,1.05,1.05
110,15,13,20,15,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.861,55637,1,0,0,4,3,3,2,3,1,4,5,51.45,-26.45,26.45
95,13,13,20,18,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.757,10541,2,0,0,9,1,2,9,1,1,8,1,47.35,-7.35,7.35
67,7,15,19,19,14,16,25,60,100,0.45,0.37,0.18,25,0.45,0.355,50031,5,0,1,3,8,2,5,9,1,1,9,51.45,-26.45,26.45
140,13,13,17,18,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.984,24449,3,0,1,7,3,3,5,2,1,7,4,60.9,29.1,29.1
147,11,14,18,10,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.536,20047,7,1,0,4,2,3,1,2,2,8,2,68.95,1.05,1.05
83,15,15,16,14,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.345,18883,1,0,1,6,2,1,3,1,1,4,2,47.85,32.15,32.15
62,14,13,16,17,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.728,11229,2,1,0,1,9,3,8,1,1,1,9,26.4,-26.4,26.4
19,14,17,16,19,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.291,13652,6,1,0,9,1,1,6,4,3,9,4,47.85,32.15,32.15
134,15,20,27,18,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.866,39181,8,0,1,2,8,8,8,8,8,2,8,51.45,-26.45,26.45
133,19,18,26,20,13,49,50,75,90,0.3,0.52,0.18,50,0.3,0.874,21793,5,1,0,4,2,2,1,1,1,6,3,70.2,-20.2,20.2
33,9,15,6,11,13,32,45,60,90,0.52,0.29,0.19,60,0.29,0.736,20001,7,0,0,4,3,6,5,3,1,2,6,57.9,2.1,2.1
70,14,17,21,7,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.915,15730,6,0,0,9,1,1,7,1,1,1,1,47.85,32.15,32.15
150,12,15,9,5,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.67,22563,10,1,0,1,3,7,4,4,1,1,7,26.4,-26.4,26.4
28,9,15,21,24,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.292,29141,8,0,1,2,2,1,7,5,1,3,9,41.5,28.5,28.5
34,16,17,24,12,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.56,26463,5,1,0,3,6,3,3,3,1,6,3,70.2,-20.2,20.2
129,14,16,17,15,14,49,50,75,90,0.3,0.52,0.18,50,0.3,0.142,14148,2,0,1,8,1,1,8,1,1,8,1,70.2,-20.2,20.2
115,12,13,15,19,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.719,17412,3,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
22,20,20,16,16,17,24,20,60,90,0.33,0.2,0.47,90,0.47,0.409,17603,2,0,0,9,1,1,5,1,1,9,1,60.9,29.1,29.1
10,17,18,22,16,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.719,39922,1,0,0,7,1,1,6,1,1,1,1,60.9,29.1,29.1
40,12,12,28,28,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.06,20956,8,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
148,14,10,18,14,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.245,15405,7,0,0,3,5,4,6,6,4,5,6,51.45,-26.45,26.45
51,18,20,23,19,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.454,17937,7,1,0,6,4,1,5,2,1,7,3,47.35,-7.35,7.35
29,13,16,15,20,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.831,37710,2,0,0,4,6,6,7,1,1,3,7,26.4,-26.4,26.4
120,15,14,15,11,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.756,31245,9,0,1,3,5,3,4,1,1,2,1,26.4,-26.4,26.4
106,15,15,20,11,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.887,9064,2,0,1,9,1,1,6,1,1,1,1,57.9,2.1,2.1
7,16,14,17,17,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.356,27848,8,0,0,2,4,4,4,2,1,3,4,70.2,-20.2,20.2
24,19,19,24,12,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.823,23173,10,0,1,3,5,4,6,3,1,3,6,70.2,-20.2,20.2
146,11,12,20,13,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.88,14855,5,0,1,4,4,4,4,4,4,4,4,57.9,2.1,2.1
71,13,5,28,17,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.399,16100,3,1,0,1,9,9,9,9,5,1,9,26.4,-26.4,26.4
119,17,16,18,4,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.03,18706,2,0,0,9,1,1,5,1,1,9,1,70.2,-20.2,20.2
37,11,14,23,22,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.169,22486,6,1,0,1,7,7,7,9,3,1,8,26.4,-26.4,26.4
44,17,16,25,15,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.805,13417,2,0,0,8,1,1,4,1,1,6,1,47.35,-7.35,7.35
94,14,17,21,15,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.132,23778,5,1,0,9,1,1,7,1,1,8,1,60.9,29.1,29.1
141,13,13,17,22,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.131,23160,5,0,1,5,5,6,3,6,1,1,8,41.5,28.5,28.5
128,16,16,23,10,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.914,12381,7,1,0,1,3,5,2,1,1,6,9,26.4,-26.4,26.4
143,12,11,11,15,0,12,20,45,70,0.4,0.34,0.26,70,0.26,0.969,17355,5,0,0,9,2,2,7,3,6,4,4,41.5,28.5,28.5
107,16,18,24,20,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.299,18377,6,0,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
77,14,13,23,16,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.219,17534,2,1,0,9,1,1,7,1,1,7,1,47.85,32.15,32.15
55,16,17,20,18,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.469,10815,6,0,1,5,5,1,5,1,1,5,5,51.45,-26.45,26.45
31,14,14,28,14,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.147,33863,8,1,0,6,2,2,6,2,2,6,2,57.9,2.1,2.1
65,13,11,22,24,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.226,12515,5,0,0,6,1,1,6,1,1,1,2,47.35,-7.35,7.35
85,17,15,22,10,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.258,15002,2,1,0,2,6,6,3,5,1,3,8,51.45,-26.45,26.45
53,12,17,21,11,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.912,31768,10,0,1,3,2,1,4,1,1,3,2,70.2,-20.2,20.2
99,16,16,22,12,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.369,33219,3,1,0,9,1,1,9,1,5,9,1,41.5,28.5,28.5
113,14,16,16,16,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.151,10048,10,1,0,9,1,1,8,1,1,9,1,60.9,29.1,29.1
79,16,20,24,8,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.127,59077,1,0,0,1,9,3,7,6,1,1,9,26.4,-26.4,26.4
72,15,19,18,12,17,41,0,40,95,0.27,0.4,0.33,40,0.4,0.991,16857,1,0,0,7,1,1,6,1,1,7,1,47.35,-7.35,7.35
97,20,20,28,7,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.022,21468,7,0,1,1,9,7,5,6,3,1,9,47.35,-7.35,7.35
104,13,12,22,24,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.724,29426,3,1,0,5,3,6,6,4,4,4,7,57.9,2.1,2.1
108,12,15,18,23,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.104,18166,5,0,1,6,3,2,2,1,1,6,3,57.9,2.1,2.1
49,19,17,24,8,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.203,13165,9,1,0,7,2,2,7,2,2,8,2,57.9,2.1,2.1
90,11,14,8,8,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.009,10921,8,0,0,1,1,1,7,1,1,1,8,26.4,-26.4,26.4
73,12,12,16,16,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.063,19628,2,1,0,5,1,1,7,1,1,4,6,51.45,-26.45,26.45
11,11,13,24,22,15,12,20,45,70,0.4,0.34,0.26,70,0.26,0.056,11108,1,0,1,9,8,7,6,5,6,6,5,41.5,28.5,28.5
23,15,16,18,25,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.486,18618,9,1,0,9,1,1,8,1,1,8,1,60.9,29.1,29.1
