"workerid","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","happy","sad","anger","surprise","disgust","fear","content","disapp"
15,27,15,50,75,0.25,0.38,0.37,75,0.37,0.072,9,1,1,9,1,1,9,1
42,44,10,50,75,0.58,0.24,0.18,50,0.24,0.729,7,1,1,7,1,1,8,1
72,26,15,50,75,0.24,0.4,0.36,50,0.4,0.833,5,2,1,3,1,1,5,2
50,22,20,60,90,0.32,0.16,0.52,20,0.32,0.762,2,4,4,6,4,1,3,6
2,22,20,60,90,0.32,0.16,0.52,20,0.32,0.11,2,5,6,5,4,1,3,6
43,25,15,50,75,0.21,0.36,0.43,15,0.21,0.41,1,8,8,8,8,5,1,9
61,49,50,75,90,0.3,0.52,0.18,50,0.3,0.696,3,6,4,2,2,1,1,6
81,16,25,60,100,0.45,0.37,0.18,25,0.45,0.059,2,6,5,6,5,1,3,8
77,45,10,50,75,0.6,0.24,0.16,75,0.16,0.097,8,2,2,7,2,2,7,2
70,17,25,60,100,0.42,0.38,0.2,60,0.38,0.159,8,1,1,7,1,1,7,2
89,22,20,60,90,0.32,0.16,0.52,20,0.32,0.792,1,9,3,7,3,1,1,8
78,14,30,50,95,0.33,0.29,0.38,50,0.29,0.896,4,4,4,4,4,4,4,4
56,46,55,70,85,0.26,0.53,0.21,55,0.26,0.608,3,2,2,2,2,1,3,5
34,9,15,70,80,0.45,0.29,0.26,80,0.26,0.816,9,1,1,8,1,1,7,1
12,21,25,45,80,0.3,0.3,0.4,80,0.4,0.091,9,1,1,9,1,1,9,1
96,18,25,60,100,0.43,0.35,0.22,100,0.22,0.918,8,1,1,7,1,1,7,1
98,40,0,40,95,0.27,0.38,0.35,0,0.27,0.016,1,9,1,1,1,1,1,9
91,33,45,60,90,0.5,0.3,0.2,90,0.2,0.883,9,1,1,9,1,1,9,1
3,48,55,70,85,0.25,0.52,0.23,85,0.23,0.548,9,1,1,8,1,1,9,1
22,9,15,70,80,0.45,0.29,0.26,80,0.26,0.015,9,1,1,8,1,1,9,1
64,3,0,30,60,0.41,0.37,0.22,60,0.22,0.616,9,1,1,9,1,1,9,1
53,19,25,45,80,0.31,0.32,0.37,25,0.31,0.593,1,3,2,2,1,1,1,4
30,36,30,50,90,0.39,0.25,0.36,90,0.36,0.999,7,1,1,9,1,1,9,1
