"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","faceID","faceValence","faceArousal","occludeFace","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
11,12,10,8,24,15,12,20,45,70,0.4,0.34,0.26,70,0.26,0.57,28459,32,0,4,0,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
148,14,14,20,15,5,12,20,45,70,0.4,0.34,0.26,70,0.26,0.516,17036,1,-3,0,0,0,4,1,1,1,2,1,2,2,41.5,28.5,28.5
208,17,20,23,7,14,14,30,50,95,0.33,0.29,0.38,50,0.29,0.139,20361,7,3,0,0,1,7,1,1,6,1,1,8,1,60.5,-10.5,10.5
205,11,10,24,24,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.475,22152,32,0,4,0,0,5,2,1,9,1,1,1,1,70.2,-20.2,20.2
185,10,10,28,4,1,12,20,45,70,0.4,0.34,0.26,70,0.26,0.189,24320,29,-3,4,0,1,1,1,9,1,1,1,1,1,41.5,28.5,28.5
168,13,14,24,9,3,1,0,30,60,0.38,0.36,0.26,0,0.38,0.123,27614,4,0,0,1,0,1,9,9,9,9,1,1,9,26.4,-26.4,26.4
219,15,20,24,8,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.285,18666,35,3,4,1,0,7,1,1,5,1,1,7,1,60.9,29.1,29.1
159,19,20,28,11,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.333,28628,7,3,0,1,0,7,3,1,4,2,1,3,8,70.2,-20.2,20.2
337,19,15,22,17,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.734,14007,35,3,4,0,1,9,1,1,8,1,1,7,1,41.5,28.5,28.5
403,16,17,24,22,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.16,32257,32,0,4,0,1,5,2,2,6,3,1,3,6,70.2,-20.2,20.2
110,16,19,19,13,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.419,39002,4,0,0,1,0,1,9,6,6,5,1,4,9,26.4,-26.4,26.4
303,20,19,27,6,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.261,20013,1,-3,0,1,0,1,9,9,1,9,9,1,9,26.4,-26.4,26.4
216,14,13,20,20,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.351,32276,29,-3,4,1,0,4,1,2,3,2,1,8,3,60.5,-10.5,10.5
104,14,12,17,14,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.688,20248,35,3,4,1,0,5,4,5,1,2,2,1,4,60.5,-10.5,10.5
252,15,19,21,19,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.452,12977,4,0,0,0,1,1,8,5,5,2,1,2,8,51.45,-26.45,26.45
83,13,14,22,11,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.936,22512,32,0,4,0,1,6,1,1,9,1,1,4,1,70.2,-20.2,20.2
123,15,14,17,18,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.091,10098,32,0,4,0,0,7,3,5,7,3,3,3,3,41.5,28.5,28.5
465,17,18,28,10,14,47,55,70,85,0.28,0.51,0.21,70,0.51,0.385,12452,35,3,4,1,0,7,1,1,7,1,1,7,1,68.95,1.05,1.05
302,19,12,22,26,7,14,30,50,95,0.33,0.29,0.38,50,0.29,0.398,20640,29,-3,4,0,0,1,1,8,8,1,1,1,7,60.5,-10.5,10.5
274,12,10,21,21,13,14,30,50,95,0.33,0.29,0.38,50,0.29,0.401,20593,29,-3,4,0,1,1,6,9,6,8,1,1,1,60.5,-10.5,10.5
234,15,16,22,9,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.95,14724,29,-3,4,0,1,1,1,8,5,8,1,1,9,68.95,1.05,1.05
79,12,17,18,6,0,16,25,60,100,0.45,0.37,0.18,25,0.45,0.109,29635,29,-3,4,1,0,1,6,6,7,4,4,1,9,51.45,-26.45,26.45
386,13,14,25,23,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.202,96834,4,0,0,1,0,1,9,9,9,9,1,1,6,26.4,-26.4,26.4
171,13,12,17,18,5,16,25,60,100,0.45,0.37,0.18,25,0.45,0.454,12284,35,3,4,0,0,9,1,1,1,1,1,1,1,51.45,-26.45,26.45
391,14,14,18,18,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.71,11995,35,3,4,1,0,7,1,1,6,1,1,7,1,41.5,28.5,28.5
271,14,13,23,15,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.264,21630,32,0,4,1,0,3,6,5,4,6,1,4,6,51.45,-26.45,26.45
82,16,15,16,12,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.993,13913,4,0,0,0,0,4,5,2,3,2,1,5,6,60.5,-10.5,10.5
400,18,15,15,12,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.084,23854,1,-3,0,0,1,2,1,1,1,1,1,3,3,60.5,-10.5,10.5
358,13,16,20,14,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.512,46527,4,0,0,0,1,6,3,2,4,2,2,7,1,60.9,29.1,29.1
246,12,9,12,17,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.754,18121,4,0,0,1,0,5,2,1,3,1,1,5,3,57.9,2.1,2.1
327,12,15,21,24,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.193,12489,1,-3,0,0,1,6,6,6,6,6,4,6,6,68.95,1.05,1.05
10,20,19,24,8,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.576,18194,32,0,4,0,1,8,1,1,9,1,1,8,1,57.9,2.1,2.1
338,16,20,21,15,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.971,33009,29,-3,4,0,0,4,1,7,7,6,1,2,1,41.5,28.5,28.5
461,17,11,15,19,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.109,14031,32,0,4,1,0,8,1,1,8,1,1,7,1,41.5,28.5,28.5
309,14,20,25,9,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.73,18207,7,3,0,0,0,9,1,1,5,1,1,9,1,47.85,32.15,32.15
180,9,9,16,15,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.411,15998,35,3,4,1,0,1,5,3,5,4,1,1,9,26.4,-26.4,26.4
397,17,17,25,24,13,12,20,45,70,0.4,0.34,0.26,70,0.26,0.949,12992,7,3,0,0,1,8,1,1,3,1,1,9,2,41.5,28.5,28.5
124,18,20,22,14,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.148,25742,32,0,4,1,0,5,5,5,5,1,1,5,7,51.45,-26.45,26.45
215,15,16,19,18,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.206,36422,29,-3,4,1,0,1,5,2,4,4,1,1,8,26.4,-26.4,26.4
395,13,16,22,15,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.615,28675,35,3,4,0,0,9,1,1,1,1,1,9,2,70.2,-20.2,20.2
336,12,13,17,16,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.797,9445,32,0,4,0,1,6,1,1,9,1,1,1,1,51.45,-26.45,26.45
282,7,16,12,12,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.44,37690,7,3,0,0,1,5,1,1,1,1,1,9,1,60.9,29.1,29.1
416,14,15,23,13,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.228,35474,1,-3,0,0,0,1,6,2,1,3,2,1,8,47.85,32.15,32.15
254,15,13,27,9,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.25,14850,7,3,0,0,1,4,1,1,1,1,1,4,1,57.9,2.1,2.1
448,13,12,20,17,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.493,10609,35,3,4,1,0,6,4,4,4,4,4,4,4,51.45,-26.45,26.45
105,19,20,9,19,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.68,16310,1,-3,0,0,1,1,2,1,2,2,1,1,3,70.2,-20.2,20.2
138,17,19,28,9,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.578,13712,32,0,4,0,1,6,1,1,9,1,1,5,3,41.5,28.5,28.5
151,13,9,16,17,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.027,14100,1,-3,0,0,0,1,6,2,3,1,1,1,2,26.4,-26.4,26.4
213,12,12,18,17,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.831,15040,7,3,0,0,0,4,1,1,1,1,2,1,1,68.95,1.05,1.05
51,15,17,26,7,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.038,20834,29,-3,4,0,0,1,8,9,9,9,6,1,9,70.2,-20.2,20.2
57,17,20,27,23,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.912,12358,32,0,4,0,1,3,1,1,7,1,1,1,3,60.9,29.1,29.1
407,12,7,22,12,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.673,11114,29,-3,4,1,0,8,1,1,7,1,1,7,1,47.85,32.15,32.15
241,15,17,28,19,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.077,24371,29,-3,4,1,0,9,1,1,6,1,1,6,1,41.5,28.5,28.5
211,14,18,21,9,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.574,21485,32,0,4,0,0,7,2,3,9,1,1,6,3,57.9,2.1,2.1
194,18,17,23,20,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.12,21480,1,-3,0,1,0,8,1,1,6,1,1,8,1,47.85,32.15,32.15
220,13,14,17,19,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.576,34683,7,3,0,0,0,7,1,1,3,1,1,9,1,68.95,1.05,1.05
14,17,11,18,17,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.211,25243,4,0,0,0,1,5,5,5,5,5,5,5,5,60.9,29.1,29.1
268,15,16,21,18,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.071,22999,9,-2,1,1,0,7,1,1,4,1,1,4,1,60.9,29.1,29.1
203,13,16,21,19,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.698,16085,38,4,6,1,0,6,2,1,5,1,1,6,6,51.45,-26.45,26.45
139,19,18,28,9,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.779,11572,40,4,8,0,0,6,2,2,4,2,2,6,2,26.4,-26.4,26.4
463,11,8,12,23,15,24,20,60,90,0.33,0.2,0.47,90,0.47,0.331,15795,23,-2,3,1,0,9,1,1,7,1,1,9,1,60.9,29.1,29.1
96,10,14,20,14,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.46,29926,38,4,6,1,0,6,2,2,6,2,2,6,2,60.9,29.1,29.1
404,20,20,24,13,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.082,21193,39,4,7,0,1,3,4,1,2,8,1,2,9,26.4,-26.4,26.4
369,19,20,28,13,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.3,17237,13,2,1,0,1,6,1,1,6,1,1,7,1,57.9,2.1,2.1
373,11,15,21,15,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.5,13656,9,-2,1,1,0,8,2,2,7,1,1,8,1,47.85,32.15,32.15
5,13,17,22,8,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.726,20018,37,4,5,0,1,1,6,9,7,9,1,1,9,60.9,29.1,29.1
442,16,14,22,10,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.395,14826,37,4,5,1,0,7,1,1,1,1,1,8,2,68.95,1.05,1.05
248,10,18,10,19,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.165,23079,38,4,6,0,0,3,2,4,2,2,1,1,4,51.45,-26.45,26.45
383,16,12,18,17,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.826,14137,17,-1,2,1,0,4,1,1,1,1,1,3,1,60.5,-10.5,10.5
111,19,20,27,17,3,32,45,60,90,0.52,0.29,0.19,60,0.29,0.064,9425,36,4,4,1,0,8,1,1,4,1,1,8,5,57.9,2.1,2.1
458,9,13,23,23,16,47,55,70,85,0.28,0.51,0.21,70,0.51,0.926,33853,13,2,1,0,1,7,1,1,4,2,3,7,1,68.95,1.05,1.05
359,17,18,24,15,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.481,14042,19,1,2,1,0,5,4,2,2,1,1,5,6,70.2,-20.2,20.2
250,15,14,24,14,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.027,23293,39,4,7,0,1,3,1,1,1,1,1,4,6,47.85,32.15,32.15
98,12,15,18,18,13,1,0,30,60,0.38,0.36,0.26,0,0.38,0.341,26906,19,1,2,0,1,1,6,2,5,3,1,1,8,26.4,-26.4,26.4
270,16,20,23,19,10,47,55,70,85,0.28,0.51,0.21,70,0.51,0.533,10264,17,-1,2,0,1,3,1,1,4,1,1,7,3,68.95,1.05,1.05
388,16,12,9,10,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.518,14188,40,4,8,0,0,9,1,1,7,1,1,9,1,41.5,28.5,28.5
166,14,14,19,11,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.589,34322,40,4,8,0,0,4,4,1,3,1,1,1,3,60.5,-10.5,10.5
97,19,20,25,6,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.833,21575,36,4,4,1,0,6,1,1,3,1,1,7,3,57.9,2.1,2.1
229,11,12,20,6,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.981,18541,27,2,3,0,1,8,1,1,8,1,1,6,1,68.95,1.05,1.05
394,16,20,22,16,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.298,35964,38,4,6,0,1,2,3,4,2,5,2,3,4,70.2,-20.2,20.2
209,13,16,23,17,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.636,18214,27,2,3,0,1,7,1,1,6,1,1,5,1,60.5,-10.5,10.5
69,15,18,8,17,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.362,17152,39,4,7,0,0,9,1,1,9,1,1,1,1,57.9,2.1,2.1
143,15,16,16,17,4,1,0,30,60,0.38,0.36,0.26,0,0.38,0.38,22202,19,1,2,0,1,8,1,1,6,1,1,7,1,26.4,-26.4,26.4
232,15,16,19,8,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.439,21302,38,4,6,1,0,9,1,1,8,1,1,9,1,47.85,32.15,32.15
230,14,15,23,21,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.339,15916,36,4,4,0,1,5,1,6,5,5,1,4,5,57.9,2.1,2.1
63,15,20,19,16,15,16,25,60,100,0.45,0.37,0.18,25,0.45,0.165,18135,17,-1,2,1,0,3,7,7,5,1,1,5,6,51.45,-26.45,26.45
95,16,15,23,14,14,9,15,70,80,0.45,0.29,0.26,80,0.26,0.84,36290,39,4,7,0,0,6,6,1,2,4,1,1,4,47.85,32.15,32.15
308,7,11,26,23,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.278,23083,41,4,9,0,1,2,6,1,3,1,1,2,7,57.9,2.1,2.1
329,17,13,14,19,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.438,15427,36,4,4,1,0,1,8,5,4,7,1,1,9,51.45,-26.45,26.45
223,18,17,22,14,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.224,28009,40,4,8,0,1,9,1,1,8,1,1,8,1,26.4,-26.4,26.4
100,17,13,20,12,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.834,21140,23,-2,3,0,0,7,2,1,6,1,1,7,2,57.9,2.1,2.1
224,17,13,23,17,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.034,27679,38,4,6,0,0,4,1,3,6,3,1,3,4,57.9,2.1,2.1
106,18,17,21,13,14,12,20,45,70,0.4,0.34,0.26,70,0.26,0.865,23557,40,4,8,0,1,5,2,1,4,1,1,3,4,41.5,28.5,28.5
444,13,14,24,14,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.588,28608,39,4,7,0,0,6,1,2,3,4,1,5,1,70.2,-20.2,20.2
347,16,16,23,19,13,49,50,75,90,0.3,0.52,0.18,50,0.3,0.265,25897,27,2,3,0,0,6,1,1,2,1,1,6,2,70.2,-20.2,20.2
432,10,18,20,8,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.773,14314,40,4,8,0,1,8,1,1,8,1,1,8,1,47.85,32.15,32.15
424,16,20,18,18,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.38,37575,17,-1,2,0,1,1,7,2,9,2,2,2,8,68.95,1.05,1.05
13,14,20,24,16,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.658,38872,17,-1,2,0,0,5,4,1,3,1,1,5,7,70.2,-20.2,20.2
402,18,11,24,18,13,32,45,60,90,0.52,0.29,0.19,60,0.29,0.641,32271,17,-1,2,0,0,4,5,1,5,1,1,3,8,57.9,2.1,2.1
176,17,18,24,12,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.377,52457,38,4,6,0,0,2,1,2,4,3,3,2,4,41.5,28.5,28.5
368,11,15,19,19,11,24,20,60,90,0.33,0.2,0.47,90,0.47,0.928,20131,9,-2,1,0,0,5,3,3,5,4,4,7,3,60.9,29.1,29.1
131,17,13,13,7,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.914,21229,19,1,2,1,0,9,1,1,9,1,1,1,1,60.9,29.1,29.1
297,20,19,24,12,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.992,25463,41,4,9,0,0,2,5,2,1,4,1,3,7,51.45,-26.45,26.45
238,16,16,15,13,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.45,12514,36,4,4,0,1,4,4,4,4,3,3,7,3,26.4,-26.4,26.4
142,14,16,18,6,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.472,17280,36,4,4,0,0,5,4,1,3,2,1,6,5,51.45,-26.45,26.45
61,16,16,25,12,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.939,25314,37,4,5,1,0,6,1,1,5,1,1,6,1,68.95,1.05,1.05
280,14,9,13,14,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.447,11524,38,4,6,0,0,4,1,2,5,7,1,2,7,57.9,2.1,2.1
405,8,6,4,11,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.979,18455,9,-2,1,0,0,1,4,5,1,6,1,1,6,60.9,29.1,29.1
381,16,18,23,9,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.703,25495,37,4,5,0,0,1,1,1,1,7,5,1,7,51.45,-26.45,26.45
257,14,12,15,13,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.882,9210,41,4,9,0,1,1,2,5,4,5,2,1,3,51.45,-26.45,26.45
34,19,15,22,22,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.108,17729,40,4,8,0,1,9,1,1,1,1,1,9,1,60.9,29.1,29.1
255,17,18,19,26,17,1,0,30,60,0.38,0.36,0.26,0,0.38,0.077,14530,27,2,3,0,1,9,1,1,8,1,1,6,1,26.4,-26.4,26.4
56,11,11,19,21,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.439,15794,27,2,3,1,0,8,1,1,7,1,1,5,1,57.9,2.1,2.1
276,13,10,15,18,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.988,22795,39,4,7,1,0,1,7,4,7,6,5,1,9,51.45,-26.45,26.45
182,8,15,19,10,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.636,21010,38,4,6,0,1,6,2,3,6,2,2,4,4,60.9,29.1,29.1
355,11,12,11,15,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.599,25644,39,4,7,0,0,1,9,5,9,9,1,1,9,26.4,-26.4,26.4
200,8,4,11,14,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.544,21024,40,4,8,1,0,8,1,1,8,1,1,8,1,47.85,32.15,32.15
447,19,14,21,27,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.773,14965,13,2,1,0,0,8,1,1,7,1,1,9,1,47.85,32.15,32.15
462,10,13,24,22,13,1,0,30,60,0.38,0.36,0.26,0,0.38,0.496,19209,37,4,5,0,1,1,3,9,7,9,4,1,8,26.4,-26.4,26.4
43,20,20,23,8,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.913,14497,37,4,5,0,1,1,1,9,1,9,1,1,9,57.9,2.1,2.1
218,17,15,22,13,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.165,25451,19,1,2,1,0,3,1,1,4,1,1,1,5,51.45,-26.45,26.45
44,16,16,23,8,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.981,29660,27,2,3,1,0,2,8,7,6,8,1,3,9,70.2,-20.2,20.2
313,18,19,24,25,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.924,15689,17,-1,2,0,1,4,5,2,4,2,1,1,6,68.95,1.05,1.05
351,15,15,19,21,9,47,55,70,85,0.28,0.51,0.21,70,0.51,0.328,13049,19,1,2,1,0,9,1,1,9,1,1,9,1,68.95,1.05,1.05
33,14,18,21,15,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.883,11066,36,4,4,0,1,4,1,1,2,1,1,1,1,68.95,1.05,1.05
17,15,16,25,18,3,1,0,30,60,0.38,0.36,0.26,0,0.38,0.367,45250,23,-2,3,0,0,1,4,4,1,4,1,1,6,26.4,-26.4,26.4
192,18,20,26,10,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.206,28259,38,4,6,1,0,8,1,1,8,1,1,8,1,41.5,28.5,28.5
114,9,14,17,24,17,49,50,75,90,0.3,0.52,0.18,50,0.3,0.485,23604,37,4,5,0,0,2,6,7,6,9,1,3,8,70.2,-20.2,20.2
222,17,17,23,9,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.745,71139,39,4,7,0,1,6,1,1,5,1,1,6,2,60.5,-10.5,10.5
145,12,12,16,22,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.827,24154,41,4,9,1,0,5,2,2,3,2,1,6,3,57.9,2.1,2.1
446,16,8,20,19,5,16,25,60,100,0.45,0.37,0.18,25,0.45,0.667,23064,38,4,6,1,0,3,7,6,2,6,3,3,7,51.45,-26.45,26.45
189,18,19,6,7,14,47,55,70,85,0.28,0.51,0.21,70,0.51,0.265,27165,37,4,5,0,0,8,1,4,9,1,1,7,2,68.95,1.05,1.05
267,9,10,9,13,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.053,14388,39,4,7,0,0,6,1,1,6,1,1,5,1,47.85,32.15,32.15
92,20,17,13,26,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.372,13167,38,4,6,0,1,1,3,6,4,3,1,1,1,57.9,2.1,2.1
243,13,15,24,17,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.131,43844,17,-1,2,0,0,4,5,5,6,6,1,4,6,68.95,1.05,1.05
87,9,5,22,19,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.078,20035,40,4,8,0,0,1,7,4,6,3,2,3,8,26.4,-26.4,26.4
265,18,16,21,4,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.055,13611,9,-2,1,0,1,1,8,5,1,4,1,1,9,70.2,-20.2,20.2
45,9,15,21,17,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.786,21642,17,-1,2,0,1,2,6,1,6,2,1,3,8,51.45,-26.45,26.45
112,18,14,21,18,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.692,15130,41,4,9,0,0,7,1,1,4,1,1,7,1,57.9,2.1,2.1
445,14,13,18,14,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.897,30737,19,1,2,1,0,6,3,2,4,1,1,5,3,57.9,2.1,2.1
385,15,11,22,15,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.148,16276,40,4,8,1,0,9,1,1,2,1,1,2,1,60.9,29.1,29.1
333,19,20,20,20,14,32,45,60,90,0.52,0.29,0.19,60,0.29,0.031,30352,17,-1,2,0,1,4,3,1,7,1,2,5,3,57.9,2.1,2.1
429,13,9,26,16,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.287,20006,40,4,8,0,0,4,4,2,2,2,1,4,4,51.45,-26.45,26.45
273,19,14,23,24,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.628,17914,9,-2,1,0,0,1,3,5,6,4,1,1,7,51.45,-26.45,26.45
326,16,12,21,13,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.325,25404,38,4,6,1,0,9,1,1,5,1,1,8,1,60.9,29.1,29.1
113,16,17,25,10,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.646,16350,38,4,6,0,0,4,1,1,3,1,1,6,2,57.9,2.1,2.1
102,11,15,26,25,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.884,11773,19,1,2,0,0,6,5,6,4,6,6,4,6,60.5,-10.5,10.5
259,10,8,24,27,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.583,18231,40,4,8,0,1,6,1,1,6,1,1,7,1,26.4,-26.4,26.4
393,15,16,14,27,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.476,25086,40,4,8,0,1,7,2,1,6,1,1,6,3,41.5,28.5,28.5
49,16,17,15,5,13,14,30,50,95,0.33,0.29,0.38,50,0.29,0.414,23427,13,2,1,1,0,7,2,2,2,1,1,6,3,60.5,-10.5,10.5
170,16,15,20,18,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.647,42339,36,4,4,0,0,7,1,1,6,1,2,6,1,60.9,29.1,29.1
76,20,15,17,20,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.981,28138,36,4,4,0,0,2,2,2,2,2,2,2,5,26.4,-26.4,26.4
350,15,15,20,19,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.95,19181,13,2,1,1,0,7,3,3,2,2,2,7,4,68.95,1.05,1.05
188,14,18,18,18,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.912,22140,37,4,5,0,0,6,1,1,2,1,1,3,2,57.9,2.1,2.1
117,19,18,21,18,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.24,16029,41,4,9,0,0,1,1,1,8,1,1,1,6,26.4,-26.4,26.4
411,11,13,14,18,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.974,9050,17,-1,2,0,0,5,4,6,7,5,4,6,6,51.45,-26.45,26.45
357,15,13,15,17,15,24,20,60,90,0.33,0.2,0.47,90,0.47,0.046,13698,23,-2,3,1,0,9,1,1,6,1,1,9,1,60.9,29.1,29.1
285,12,12,19,17,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.764,12958,40,4,8,0,1,3,3,1,1,2,1,4,2,26.4,-26.4,26.4
70,14,16,18,17,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.048,29809,17,-1,2,0,0,5,5,5,5,5,5,5,5,60.9,29.1,29.1
345,14,10,24,22,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.113,23857,37,4,5,0,1,2,4,8,4,6,1,2,6,51.45,-26.45,26.45
210,6,5,19,22,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.846,18186,13,2,1,0,1,6,3,3,2,2,3,4,7,47.85,32.15,32.15
360,11,11,16,15,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.697,7436,23,-2,3,0,0,4,7,6,2,4,6,5,4,47.85,32.15,32.15
413,12,12,16,16,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.873,9359,38,4,6,1,0,4,1,1,3,1,1,4,1,70.2,-20.2,20.2
78,9,10,5,21,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.802,14736,27,2,3,0,0,8,1,1,6,1,1,8,1,41.5,28.5,28.5
401,18,17,23,18,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.248,15191,27,2,3,0,0,9,1,1,8,1,1,8,1,41.5,28.5,28.5
